Water Pump ID,Water Source Type,Water Quality,Distance to Nearest Town,Population Served,Installation Year,Funder,Payment Type,Water Pump Age,Pump Type,GPS Coordinates,Functioning Status
WP1032,['Lake'],['Contaminated'],[43],,2011,['Red Cross'],['Pay per use'],,,"(-22.990382943413824, 21.93576515046154)",['Functioning']
WP1033,['Lake'],['Clean'],[9],,2004,['World Bank'],['Free'],20,['Motorized Pump'],"(-21.73567522946201, 25.37578773909017)",['Not Functioning']
WP1034,,,[35],[10000],2008,['World Bank'],['Free'],16,['Motorized Pump'],"(-18.269636135131844, 28.277520280392846)",['Functioning']
WP1035,['Lake'],['Contaminated'],[26],[10000],,['USAID'],['Pay per use'],30,,"(-22.116913767857202, 20.404380319160193)",['Functioning']
WP1036,['Well'],['Contaminated'],[17],[14000],2010,['Red Cross'],['Free'],14,['Motorized Pump'],"(-20.925712658276893, 27.009925966145016)",['Functioning']
,['Well'],,[17],[16000],,['USAID'],['Free'],9,['Motorized Pump'],"(-23.161512824508595, 24.547728912861913)",['Not Functioning']
WP1038,['Lake'],,[45],[15000],2015,['Oxfam'],['Pay per use'],9,['Motorized Pump'],"(-20.920291368891846, 27.04881469038827)",
WP1039,['River'],['Clean'],[31],[9000],2003,,['Free'],21,['Motorized Pump'],"(-19.572083897575922, 25.396359558480768)",['Not Functioning']
WP1040,['Lake'],,[21],[13000],1993,['Red Cross'],['Pay per use'],31,['Motorized Pump'],"(-21.20280144316652, 27.558975502929066)",['Not Functioning']
WP1041,,['Contaminated'],,[11000],2009,['World Bank'],['Pay per use'],15,['Motorized Pump'],"(-18.983250032993336, 27.382915441350352)",['Functioning']
WP1042,['Lake'],['Contaminated'],[51],[11000],2008,,['Pay per use'],16,['Motorized Pump'],,['Functioning']
,['Borehole'],,[13],[10000],2019,['USAID'],['Pay per use'],,['Motorized Pump'],"(-19.90535688970935, 25.92045911146721)",['Not Functioning']
WP1044,['Lake'],['Clean'],[17],,1992,,['Pay per use'],32,['Motorized Pump'],"(-18.018693654981337, 24.28999666844802)",['Functioning']
WP1045,['Lake'],['Contaminated'],[42],[12000],1993,['Red Cross'],,31,['Motorized Pump'],"(-23.263243419637973, 20.748570938546443)",['Functioning']
WP1046,['Lake'],,[51],,2014,['World Bank'],['Pay per use'],10,['Motorized Pump'],"(-22.256687423676727, 21.35982459061041)",['Not Functioning']
WP1047,,['Contaminated'],[15],[15000],2009,['USAID'],['Pay per use'],15,['Motorized Pump'],"(-19.972846616828193, 22.73522317523941)",['Not Functioning']
WP1048,['River'],['Clean'],,[12000],1995,['World Bank'],['Free'],29,['Motorized Pump'],"(-20.90476409912086, 22.852705203135066)",['Functioning']
WP1049,['Well'],['Contaminated'],[31],[9000],1994,['USAID'],['Pay per use'],30,['Motorized Pump'],"(-22.196215510047324, 22.710393362720243)",['Functioning']
WP1050,['Well'],['Contaminated'],[11],[16000],1998,['Red Cross'],['Pay per use'],26,['Motorized Pump'],"(-23.52312973846242, 24.899282714318204)",['Functioning']
WP1051,['Borehole'],['Contaminated'],[12],[11000],1997,['USAID'],,27,['Motorized Pump'],"(-23.61415559523495, 20.179892365990995)",['Functioning']
,['Well'],['Contaminated'],[17],[10000],,['Red Cross'],['Pay per use'],4,,,['Functioning']
WP1053,['Borehole'],['Clean'],[40],[13000],2009,['USAID'],['Pay per use'],15,,"(-18.50190156821714, 27.298332695590656)",['Not Functioning']
WP1054,['Lake'],['Clean'],[18],[12000],1996,['World Bank'],['Pay per use'],28,['Motorized Pump'],"(-18.73143384849713, 25.41108592142508)",['Functioning']
WP1055,['Borehole'],['Contaminated'],[50],[13000],2012,['USAID'],,12,['Motorized Pump'],"(-22.02952937429247, 19.95767433188455)",['Functioning']
WP1056,['Lake'],['Clean'],[12],[12000],2016,['Red Cross'],['Free'],8,['Motorized Pump'],"(-17.754621032789274, 28.686070883596237)",['Not Functioning']
WP1057,['Lake'],['Contaminated'],[39],[12000],,['World Bank'],['Pay per use'],34,['Motorized Pump'],,['Not Functioning']
WP1058,['Well'],['Contaminated'],[19],,2010,['USAID'],['Pay per use'],14,['Solar Pump'],"(-22.632095521344503, 20.97398383557829)",['Functioning']
WP1059,['Well'],,,[12000],,,['Free'],25,['Motorized Pump'],"(-22.515767323339936, 23.26108221093077)",['Functioning']
WP1060,['Lake'],['Contaminated'],[37],,1996,['UNICEF'],,28,['Motorized Pump'],"(-18.093632681212938, 23.267941473973885)",['Functioning']
WP1061,['Well'],['Clean'],[14],[11000],1995,['USAID'],['Pay per use'],29,['Motorized Pump'],"(-22.88877831407251, 23.60306114793454)",['Functioning']
WP1062,['Borehole'],['Contaminated'],[30],,1997,['Red Cross'],['Pay per use'],27,['Motorized Pump'],"(-23.429205923168258, 22.442935084743418)",['Functioning']
WP1063,['Well'],['Clean'],[46],[12000],2019,['USAID'],['Free'],5,['Motorized Pump'],"(-18.751284613407222, 27.594587893250402)",['Functioning']
,,['Clean'],[15],[9000],2007,['USAID'],['Pay per use'],17,['Motorized Pump'],"(-23.226735231937155, 21.107660365499555)",['Functioning']
WP1065,,['Contaminated'],[36],[14000],2010,['UNICEF'],['Pay per use'],14,['Motorized Pump'],"(-22.074120021402244, 28.510919951970457)",['Functioning']
WP1066,['Borehole'],['Contaminated'],[34],[11000],2001,['Oxfam'],['Pay per use'],23,['Motorized Pump'],"(-23.926934841175356, 22.61946305752843)",['Not Functioning']
,,['Clean'],[29],[15000],1991,['Red Cross'],['Free'],33,['Solar Pump'],"(-21.38786447679869, 25.224471138889648)",['Functioning']
WP1068,,['Contaminated'],[39],[14000],1990,['World Bank'],['Free'],34,['Motorized Pump'],,['Functioning']
,['Lake'],['Contaminated'],[26],[9000],2014,['USAID'],['Free'],10,['Motorized Pump'],"(-20.362440942849858, 25.665397363164338)",['Functioning']
WP1070,['Borehole'],['Contaminated'],[34],[20000],1993,,['Pay per use'],,['Motorized Pump'],"(-21.839652254450225, 26.94893803121748)",
WP1071,['Lake'],['Contaminated'],,[16000],,['Red Cross'],['Pay per use'],20,['Motorized Pump'],"(-21.533768529110827, 23.72755551515383)",['Not Functioning']
WP1072,['Lake'],['Contaminated'],[44],[15000],2000,['USAID'],['Free'],,['Motorized Pump'],"(-19.00367765957144, 24.89235044118654)",
,['River'],['Clean'],[36],[15000],2005,['World Bank'],,19,['Motorized Pump'],"(-18.612489237241842, 26.38888208701781)",['Functioning']
WP1074,['Lake'],['Contaminated'],[38],[16000],2005,['World Bank'],['Pay per use'],19,['Motorized Pump'],"(-22.358578875898356, 26.873459087295718)",['Functioning']
WP1075,['Lake'],['Clean'],,,2005,['Red Cross'],['Pay per use'],19,['Motorized Pump'],"(-21.040138820498857, 19.860783305837025)",['Not Functioning']
WP1076,['Well'],['Contaminated'],[20],[12000],2000,['USAID'],,24,['Motorized Pump'],"(-19.382270947923292, 26.50128114141394)",['Functioning']
WP1077,['Well'],['Contaminated'],[42],[17000],,['Red Cross'],['Pay per use'],9,['Solar Pump'],"(-17.50021603609643, 27.29380093410952)",['Functioning']
,['Lake'],['Contaminated'],[13],[15000],1996,,['Pay per use'],28,['Motorized Pump'],"(-22.57690958611987, 21.058107143002864)",['Functioning']
,['Well'],['Clean'],[1],[14000],2001,['USAID'],['Free'],23,['Motorized Pump'],"(-21.316313744152602, 25.64358173836417)",['Functioning']
WP1080,['Borehole'],['Contaminated'],[29],[12000],,['USAID'],['Free'],18,,"(-20.667689112472836, 23.752793611241714)",['Functioning']
WP1081,['Lake'],['Contaminated'],[45],[14000],1993,['Oxfam'],['Pay per use'],31,['Motorized Pump'],"(-23.64141950479247, 25.450440349073574)",['Functioning']
WP1082,['Lake'],['Contaminated'],[15],[11000],2018,['USAID'],['Pay per use'],6,['Motorized Pump'],"(-17.971638116198726, 26.632903761682613)",['Functioning']
WP1083,['Well'],,[42],,2009,['Red Cross'],['Pay per use'],15,['Motorized Pump'],"(-21.417593291063692, 20.40014851682123)",['Functioning']
WP1084,['Lake'],['Contaminated'],[20],[15000],2014,['USAID'],['Free'],10,['Motorized Pump'],"(-19.26031785453066, 26.251442360364276)",['Not Functioning']
WP1085,['Lake'],['Contaminated'],[12],[13000],2014,,['Pay per use'],10,['Motorized Pump'],"(-23.78147400422322, 21.838980452363806)",['Functioning']
,['Lake'],,[12],[11000],,['World Bank'],['Pay per use'],14,['Motorized Pump'],"(-20.736023207491105, 21.495217275329953)",['Functioning']
WP1087,['Lake'],['Contaminated'],[53],[13000],1993,['Red Cross'],['Pay per use'],31,['Motorized Pump'],"(-22.203195321616153, 21.952037022784616)",
WP1088,['Lake'],['Contaminated'],[37],[16000],1999,['World Bank'],['Free'],25,['Motorized Pump'],"(-20.53408483558845, 21.749888704669488)",['Not Functioning']
WP1089,['River'],['Contaminated'],[58],[12000],2019,['USAID'],['Pay per use'],5,['Solar Pump'],"(-20.26391604659868, 25.02739945070865)",
WP1090,['Lake'],['Clean'],[3],[15000],1994,['Red Cross'],['Free'],,,"(-17.557341684689746, 27.653980294078398)",['Not Functioning']
WP1091,['Lake'],['Clean'],[26],[15000],1995,['Red Cross'],['Free'],29,['Motorized Pump'],"(-19.81882078910534, 27.10352681922488)",['Functioning']
WP1092,['Well'],['Contaminated'],[37],[18000],2002,['World Bank'],,22,['Motorized Pump'],"(-18.657746985064442, 24.855031347805664)",['Not Functioning']
WP1093,['Borehole'],['Contaminated'],[45],[11000],1996,['Oxfam'],['Pay per use'],28,['Motorized Pump'],,['Functioning']
WP1094,['Lake'],['Clean'],[16],,2020,['World Bank'],['Free'],4,['Motorized Pump'],"(-20.809709010151504, 22.471766740697547)",
WP1095,['River'],['Contaminated'],[53],[10000],2005,['Red Cross'],['Free'],19,['Motorized Pump'],"(-23.21117299058385, 21.598959683505708)",['Functioning']
WP1096,['Lake'],['Contaminated'],[36],[16000],,['Red Cross'],['Pay per use'],16,['Motorized Pump'],"(-18.125120333943013, 22.124676238928874)",['Functioning']
WP1097,['Lake'],['Clean'],[17],[12000],2007,['Red Cross'],['Free'],17,['Motorized Pump'],"(-22.045069540419973, 23.04148987937761)",['Not Functioning']
WP1098,,['Contaminated'],[36],[12000],2019,['USAID'],['Free'],5,['Motorized Pump'],"(-18.632274357612665, 26.999362406622648)",['Functioning']
WP1099,['Borehole'],,[34],[16000],1990,,['Pay per use'],34,['Motorized Pump'],"(-22.703899128629583, 22.040808947281604)",['Functioning']
WP1100,['Lake'],['Contaminated'],[53],[11000],2015,['Red Cross'],['Pay per use'],9,['Motorized Pump'],,['Functioning']
WP1101,['Lake'],['Contaminated'],[27],[13000],,['Oxfam'],['Pay per use'],11,['Motorized Pump'],"(-17.513048809263758, 24.832600205316623)",['Functioning']
WP1102,['Lake'],['Clean'],[25],[13000],1997,['UNICEF'],['Pay per use'],27,['Motorized Pump'],"(-20.318797387600227, 27.508027814027677)",['Functioning']
WP1103,['Well'],['Contaminated'],,[13000],2011,['Oxfam'],,13,['Motorized Pump'],"(-21.526771859296872, 22.009820094144096)",['Not Functioning']
WP1104,['Well'],['Contaminated'],[40],[16000],2011,['World Bank'],['Free'],13,['Motorized Pump'],"(-22.25113624587457, 20.246631771687746)",['Not Functioning']
WP1105,['Borehole'],,[34],[14000],2014,['Red Cross'],['Free'],10,['Motorized Pump'],"(-21.429666369426442, 21.129380997477234)",['Functioning']
WP1106,,['Contaminated'],[29],[11000],2010,['USAID'],['Free'],14,['Solar Pump'],"(-18.070030621256983, 24.9713985372057)",['Functioning']
WP1107,['Well'],['Clean'],[50],[15000],1990,['World Bank'],['Free'],34,['Motorized Pump'],"(-23.10878187954227, 21.535334884681994)",['Functioning']
WP1108,['Well'],,,[7000],2004,['Red Cross'],['Free'],20,['Hand Pump'],"(-22.405633044176913, 22.564112239520938)",
WP1109,['Lake'],['Clean'],[31],[11000],1997,['World Bank'],['Pay per use'],27,['Solar Pump'],"(-20.871385452178806, 22.40304275943152)",['Functioning']
WP1110,['Lake'],['Contaminated'],[51],[17000],2005,['Oxfam'],['Pay per use'],,['Motorized Pump'],"(-17.530982280868475, 20.942643005962)",['Functioning']
WP1111,['Lake'],['Contaminated'],[35],[12000],2014,['Oxfam'],['Pay per use'],10,['Motorized Pump'],"(-18.250911547920495, 24.351205228749837)",['Functioning']
WP1112,['Lake'],['Contaminated'],[30],[6000],2018,['World Bank'],['Pay per use'],6,['Motorized Pump'],"(-19.344438310287067, 28.95731911376927)",['Functioning']
WP1113,['River'],['Contaminated'],[22],[14000],1995,['USAID'],['Free'],29,['Motorized Pump'],"(-20.202361412868775, 25.60684517603041)",
WP1114,['Well'],['Contaminated'],[16],[16000],1990,['USAID'],['Pay per use'],34,['Motorized Pump'],"(-21.775853412914554, 26.98751604107311)",['Functioning']
,['Well'],['Contaminated'],,,1997,['USAID'],['Pay per use'],27,['Hand Pump'],"(-18.782457205482906, 26.12974443831024)",['Functioning']
,['Well'],['Contaminated'],[19],,1998,['Red Cross'],['Pay per use'],26,['Motorized Pump'],"(-21.705134500421902, 19.28009858138146)",['Functioning']
WP1117,['Lake'],['Contaminated'],[10],[12000],2015,['UNICEF'],['Free'],9,['Motorized Pump'],"(-23.449779680559594, 19.06386854390125)",['Functioning']
WP1118,['Borehole'],['Clean'],[30],[13000],2003,['World Bank'],['Pay per use'],21,['Solar Pump'],"(-18.944145867127638, 25.964096809227197)",['Functioning']
WP1119,['Lake'],['Contaminated'],[42],[14000],1991,,['Pay per use'],33,['Motorized Pump'],"(-20.786461762301677, 27.898292404586396)",['Functioning']
WP1120,['River'],['Contaminated'],[34],,1996,['USAID'],['Free'],28,['Motorized Pump'],"(-20.88151255060684, 19.636285159166622)",
WP1121,['Well'],['Contaminated'],,[16000],2017,,['Pay per use'],7,['Motorized Pump'],"(-23.722988957629788, 22.935441827358318)",['Functioning']
WP1122,['Borehole'],['Contaminated'],,[13000],2018,['Oxfam'],['Pay per use'],,['Motorized Pump'],"(-21.308341863506588, 23.908093627341398)",['Functioning']
WP1123,['Lake'],,[10],[14000],2008,['USAID'],['Pay per use'],16,,"(-22.81839522153801, 20.134774283979183)",['Not Functioning']
WP1124,['Lake'],['Contaminated'],[22],[11000],2002,['USAID'],['Pay per use'],22,['Motorized Pump'],"(-21.012035912829056, 22.64273918142318)",['Not Functioning']
WP1125,['Lake'],['Contaminated'],[15],[9000],1992,['Red Cross'],['Free'],32,['Motorized Pump'],"(-21.037776906570915, 22.636534075875247)",['Functioning']
WP1126,['Lake'],['Clean'],[15],[8000],2005,['Red Cross'],['Pay per use'],,['Motorized Pump'],"(-17.777977766885673, 26.028151020159278)",['Functioning']
,['Lake'],['Contaminated'],[24],[15000],2014,['Red Cross'],['Pay per use'],10,['Solar Pump'],"(-17.927850065552505, 25.278770735860178)",['Not Functioning']
WP1128,['Well'],['Clean'],[38],[12000],1994,['Red Cross'],['Free'],30,['Hand Pump'],,['Functioning']
WP1129,['Borehole'],['Clean'],[21],[15000],2010,['World Bank'],['Pay per use'],14,['Motorized Pump'],"(-17.528530982584982, 24.341424801872588)",['Functioning']
WP1130,['Well'],['Contaminated'],[44],[15000],1992,['Oxfam'],['Free'],32,['Motorized Pump'],"(-21.95076622266515, 27.191629054284412)",['Functioning']
WP1131,['Well'],['Contaminated'],[12],[14000],1996,['World Bank'],['Pay per use'],28,,"(-20.16209807886592, 26.103069629882462)",['Functioning']
WP1132,['Lake'],['Contaminated'],[39],,1999,['World Bank'],['Pay per use'],,['Motorized Pump'],,['Functioning']
WP1133,['Well'],['Contaminated'],[13],[15000],,['World Bank'],['Pay per use'],,['Motorized Pump'],"(-19.310049445202623, 24.0074790927126)",['Functioning']
WP1134,['Well'],['Contaminated'],[53],[11000],1991,['Red Cross'],['Pay per use'],33,['Motorized Pump'],"(-20.362929730183144, 25.401438025339537)",['Not Functioning']
WP1135,,['Contaminated'],[15],[13000],2018,['USAID'],['Pay per use'],,['Motorized Pump'],"(-21.239549746257904, 25.400447489630807)",['Functioning']
WP1136,['Well'],['Clean'],[46],[12000],2003,['USAID'],['Pay per use'],21,['Motorized Pump'],"(-19.43291571925255, 26.346888528276963)",['Functioning']
WP1137,['Lake'],['Contaminated'],[43],[19000],2018,['USAID'],['Pay per use'],6,['Solar Pump'],"(-22.10190984643609, 19.129810395398213)",['Not Functioning']
WP1138,['Borehole'],['Clean'],[43],[11000],2009,,['Pay per use'],15,['Motorized Pump'],"(-17.99184381209912, 27.36680554327515)",['Not Functioning']
WP1139,['Well'],,[7],[14000],2010,['World Bank'],['Pay per use'],14,['Motorized Pump'],"(-22.228952295165243, 22.849718595086166)",
WP1140,['Lake'],['Clean'],[20],[10000],2000,['USAID'],['Pay per use'],24,['Motorized Pump'],"(-21.317199016114635, 19.261824130281546)",['Functioning']
WP1141,['River'],['Clean'],,[18000],2010,['Red Cross'],['Free'],14,['Motorized Pump'],"(-20.01978673066583, 23.4268768308906)",['Functioning']
WP1142,['Lake'],['Clean'],[20],[13000],2011,['Oxfam'],['Free'],13,['Motorized Pump'],"(-22.477306190399172, 22.989657907854042)",['Functioning']
WP1143,['River'],['Contaminated'],[17],[12000],2008,['Oxfam'],['Free'],16,['Solar Pump'],"(-17.732319361584555, 24.0028847687679)",['Not Functioning']
WP1144,['Lake'],['Contaminated'],[24],,2015,['World Bank'],['Pay per use'],9,['Motorized Pump'],"(-20.60175290199857, 19.701244663469552)",['Not Functioning']
WP1145,['Well'],['Contaminated'],[40],[9000],2005,['World Bank'],['Pay per use'],19,['Motorized Pump'],"(-17.988280220080494, 26.674172581092797)",['Functioning']
WP1146,['Well'],['Contaminated'],[27],[10000],1999,['USAID'],['Free'],25,['Motorized Pump'],"(-22.901482106797996, 23.32633558072753)",
WP1147,['Lake'],['Clean'],[40],[16000],2006,['Red Cross'],['Free'],18,['Motorized Pump'],"(-20.55060880975481, 26.613707013188726)",
WP1148,['Well'],['Contaminated'],[56],,2005,['USAID'],['Pay per use'],19,['Motorized Pump'],"(-20.24924272024047, 27.102280090209955)",
WP1149,['Lake'],['Contaminated'],[18],[17000],,['World Bank'],['Pay per use'],27,,,['Functioning']
WP1150,['Lake'],['Contaminated'],[44],,2003,['USAID'],['Free'],21,,"(-22.834702151962535, 23.496322310349857)",
WP1151,['Well'],['Contaminated'],[33],[17000],1998,['USAID'],['Pay per use'],26,['Motorized Pump'],,
WP1152,['Lake'],,[21],[13000],2009,['Red Cross'],['Pay per use'],15,['Motorized Pump'],,['Not Functioning']
WP1153,['Well'],['Contaminated'],[18],,2018,['USAID'],,6,['Motorized Pump'],"(-21.560957692876514, 25.19545312686513)",['Not Functioning']
WP1154,['Lake'],['Contaminated'],[9],[13000],2000,['Red Cross'],['Pay per use'],24,['Motorized Pump'],"(-17.722334926852085, 25.596233435230243)",['Not Functioning']
WP1155,['Well'],['Clean'],[18],[12000],2007,['USAID'],['Free'],17,['Motorized Pump'],"(-20.19046607770609, 24.588268863633882)",['Not Functioning']
,['Well'],,[21],[20000],1995,['Red Cross'],['Pay per use'],29,,"(-17.85116077670357, 28.656966456453432)",['Functioning']
,['River'],['Contaminated'],,[15000],2005,['Oxfam'],,19,['Motorized Pump'],"(-22.55895094694974, 28.02966161162457)",['Functioning']
,['Borehole'],['Contaminated'],[30],[13000],2015,['USAID'],,9,['Motorized Pump'],"(-19.745229384248958, 26.810908443778597)",['Functioning']
WP1159,['Lake'],['Contaminated'],[33],[15000],1995,['Red Cross'],['Free'],29,['Motorized Pump'],"(-20.945764936282252, 22.398585897365216)",['Functioning']
WP1160,['Lake'],['Contaminated'],[36],[13000],1991,['Red Cross'],['Free'],33,['Motorized Pump'],"(-20.658458785546703, 22.186993638764317)",['Not Functioning']
WP1161,['Borehole'],['Clean'],[46],[22000],2001,['Red Cross'],['Free'],23,['Motorized Pump'],"(-23.834323673919453, 21.894604158254126)",['Not Functioning']
